Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,305,103570,103570,,48 Erskine Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94362,-37.79443
2019,302,102292,102292,,13 Curran Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94382,-37.79261
2019,225,107215,107215,,84 Palmerston Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97219,-37.79622
2019,610,104361,104361,,54 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98778,-37.81294
2019,266,101706,101706,RMIT - Building 78,26-30 Cardigan Street CARLTON 3053,Carlton,1930,,1,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96479,-37.80610
2019,247,102654,102654,,163 Drummond Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96780,-37.80258
2019,220,108257,108257,,40 Rathdowne Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97042,-37.79960
2019,84,109254,109254,,15-21 Sutherland Street MELBOURNE 3000,Melbourne (CBD),1901,,1,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96074,-37.81120
2019,302,101315,101315,,40A Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94370,-37.79325
2019,228,107701,107701,,69 Princes Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97314,-37.79302
2019,232,109134,109134,,72 Station Street CARLTON 3053,Carlton,,,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,,,144.97451,-37.79593
2019,305,101306,101306,,57 Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94304,-37.79383
2019,66,101783,101783,,15-17 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),1883,,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96613,-37.81188
2019,613,593692,109643,The Wharton,189 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.98562,-37.81005
2019,206,106115,106115,,211 Lygon Street CARLTON 3053,Carlton,1882,,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96666,-37.80039
2019,66,105689,105689,Parthenon House,201 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1993,,3,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96645,-37.81129
2019,238,101737,101737,,32 Carlton Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97322,-37.80084
2019,2389,624263,624263,,13 Sutton Street NORTH MELBOURNE 3051,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94144,-37.79260
2019,1108,623574,623574,Convesso Concavo,2-14 Waterside Place DOCKLANDS 3008,Docklands,2012,,33,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,100,,144.94218,-37.81981
2019,302,102875,102875,,513 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94492,-37.79285
2019,215,102713,102713,,372-374 Drummond Street CARLTON 3053,Carlton,1890,,3,Student Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96936,-37.79699
2019,55,101198,101198,,274-278 Bourke Street MELBOURNE 3000,Melbourne (CBD),1859,2011,3,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96522,-37.81343
2019,238,101743,101743,,20 Carlton Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97353,-37.80095
2019,612,107648,107648,,172-188 Powlett Street EAST MELBOURNE 3002,East Melbourne,2003,,3,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,144.98658,-37.80992
2019,657,109598,109598,,8 Vale Street South EAST MELBOURNE 3002,East Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98943,-37.81919
2019,214,103139,111207,182 Elgin Street,182 Elgin Street CARLTON 3053,Carlton,1900,2000,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.96858,-37.79682
2019,232,106948,106948,,171 Nicholson Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97484,-37.79619
2019,226,108232,108232,,172 Rathdowne Street CARLTON 3053,Carlton,1890,,2,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.97116,-37.79532
2019,236,106823,106823,,20 Murchison Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97378,-37.79979
2019,235,103752,103752,,20 Faraday Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97382,-37.79911
2019,267,102620,102620,,49 Drummond Street CARLTON 3053,Carlton,1870,,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,,,144.96728,-37.80566
2019,259,100831,100831,,65-67 Barry Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95930,-37.80270
2019,227,101885,101885,,12 Charles Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97282,-37.79456
2019,610,515948,515948,,75 Grey Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.98700,-37.81236
2019,2389,624250,624250,,2 Smyth Mews NORTH MELBOURNE 3051,North Melbourne,2010,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94140,-37.79282
2019,247,106234,106234,,232 Lygon Street CARLTON 3053,Carlton,1870,,2,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96722,-37.80176
2019,238,107131,107131,,49 Owen Street CARLTON 3053,Carlton,1940,2000,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97281,-37.80067
2019,224,107159,107159,,69A Palmerston Street CARLTON 3053,Carlton,1989,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.97250,-37.79701
2019,254,106383,106383,,8 Magenta Place CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96574,-37.80422
2019,227,106866,106866,,85 Neill Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97211,-37.79448
2019,2384,617557,617557,,10 Alfred Street NORTH MELBOURNE 3051,North Melbourne,1900,,1,House/Townhouse,,,,,,144.94158,-37.79061
2019,228,101449,101449,,215 Canning Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97338,-37.79326
2019,2384,617559,617559,,14 Alfred Street NORTH MELBOURNE 3051,North Melbourne,1900,,1,House/Townhouse,,,,,,144.94147,-37.79060
2019,234,100811,100811,,34 Barkly Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97372,-37.79832
2019,607,110000,110000,Jolimont Laboratories,114-116 Wellington Parade EAST MELBOURNE 3002,East Melbourne,1890,2000,2,Hospital/Clinic,Low level of accessibility,All entrances have steps,1,0,TRUE,144.98633,-37.81616
2019,657,109582,109582,,92 Vale Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98795,-37.81855
2019,306,105404,105404,,3 Kipling Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94228,-37.79539
2019,229,101459,101459,,194 Canning Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97389,-37.79393
2019,226,101425,101425,,143 Canning Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97300,-37.79544
2019,216,103097,103097,,155 Elgin Street CARLTON 3053,Carlton,1870,1995,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.96959,-37.79764
2019,265,559514,559514,Arrow On Swanston Apartments,470-496 Swanston Street CARLTON 3053,Carlton,2000,,12,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,10,,144.96354,-37.80559
2019,226,105185,105185,,111 Kay Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97150,-37.79526
2019,215,102708,102708,,386 Drummond Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96943,-37.79674
2019,207,101680,101680,,276 Cardigan Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.96612,-37.79834
2019,1107,588911,588911,Hub@Docklands,68-90 Harbour Esplanade DOCKLANDS 3008,Docklands,2004,,2,Community Use,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94751,-37.82001
2019,219,108186,108186,,313 Rathdowne Street CARLTON 3053,Carlton,1910,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,,,144.96987,-37.79938
2019,203,511144,511144,,264 Elgin Street CARLTON 3053,Carlton,,,2,House/Townhouse,,,,,,144.96534,-37.79668
2019,224,103151,103151,,92 Elgin Street CARLTON 3053,Carlton,1860,,2,Office,Low level of accessibility,All entrances have steps,1,0,,144.97166,-37.79738
2019,221,101714,101714,,94 Carlton Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97091,-37.80064
2019,773,637428,637428,,128 Lorimer Street DOCKLANDS 3008,Docklands,2012,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,0,,144.93957,-37.82330
2019,221,101716,101716,,90 Carlton Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97106,-37.80065
2019,305,101301,101301,,47 Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94390,-37.79392
2019,226,107597,107597,,54 Pitt Street CARLTON 3053,Carlton,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97151,-37.79550
2019,274,111484,107696,Princes Park Lodge,380 Royal Parade CARLTON NORTH 3054,Carlton,1900,,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.96155,-37.78506
2019,247,102659,102659,,173 Drummond Street CARLTON 3053,Carlton,1870,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,144.96772,-37.80229
2019,25,102083,102083,Emirates House,251-257 Collins Street MELBOURNE 3000,Melbourne (CBD),1973,2001,16,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96565,-37.81635
2019,656,101869,101869,,21 Charles Street EAST MELBOURNE 3002,East Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98099,-37.81796
2019,230,106973,106973,,251 Nicholson Street CARLTON 3053,Carlton,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.97496,-37.79410
2019,655,623206,623206,,227 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.97690,-37.81638
2019,1012,599737,599737,,271 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,,
